user_id,cluster,recency_days,frequency,monetary,aov,discount_share,accessory_share,sessions_90d,tenure_days,cluster_role,pc1,pc2
U021061,0,215,1,21.99,21.99,0.0,0.0,5.0,215,휴면·이탈 위험,-0.3541,-0.8153
U021062,0,215,1,36.98,36.98,0.0,0.0,0.0,215,휴면·이탈 위험,-0.498,0.0475
U021063,0,215,1,37.78,37.78,1.0,0.0,1.0,215,휴면·이탈 위험,-0.5972,-0.3751
U021064,0,215,1,15.29,15.29,1.0,0.0,1.0,215,휴면·이탈 위험,-1.6551,-0.8775
U021065,0,215,1,28.99,28.99,0.0,0.0,0.0,215,휴면·이탈 위험,-0.7861,-0.0894
U021066,2,190,2,116.95,58.475,0.0,0.3847,2.0,215,핵심 고객,1.9566,0.5322
U021067,0,180,2,51.97,25.985,0.0,0.25,1.0,215,휴면·이탈 위험,0.5855,0.074
U021068,0,215,1,26.99,26.99,0.0,0.0,4.0,215,휴면·이탈 위험,-0.1911,-0.6431
U021069,0,202,2,79.95,39.975,0.5,0.0,0.0,215,휴면·이탈 위험,0.1121,0.2936
U021070,0,215,1,40.48,40.48,1.0,0.0,0.0,215,휴면·이탈 위험,-0.8076,-0.1149
U021071,2,6,4,171.93,56.225,0.0,0.6223,13.0,215,핵심 고객,4.5445,-0.9867
U021072,0,215,1,35.98,35.98,1.0,0.0,0.0,215,휴면·이탈 위험,-0.9477,-0.1814
U021073,0,215,1,16.99,16.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.4094,-0.3854
U021074,0,215,1,16.99,16.99,0.0,0.0,5.0,215,휴면·이탈 위험,-0.6532,-0.9573
U021075,0,215,1,21.99,21.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.1103,-0.2433
U021076,0,215,1,39.98,39.98,0.0,0.0,2.0,215,휴면·이탈 위험,0.0583,-0.2592
U021077,0,215,1,28.99,28.99,0.0,0.0,0.0,215,휴면·이탈 위험,-0.7861,-0.0894
U021078,0,215,1,29.99,29.99,0.0,0.0,0.0,215,휴면·이탈 위험,-0.7461,-0.0704
U021079,0,215,1,17.99,17.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.3434,-0.354
U021080,0,215,1,77.97,77.97,0.0,0.0,0.0,215,휴면·이탈 위험,0.3948,0.4715
U021081,2,82,2,84.25,42.125,0.5,0.624,3.0,215,핵심 고객,2.1233,-0.0537
U021082,2,129,2,118.7,59.35,0.0,0.1853,24.0,215,핵심 고객,2.6035,-0.4656
U021083,0,215,1,26.99,26.99,1.0,0.0,0.0,215,휴면·이탈 위험,-1.2874,-0.3427
U021084,2,40,4,201.23,50.3075,0.25,0.5216,9.0,215,핵심 고객,3.6439,-0.2046
U021085,0,215,1,26.99,26.99,0.0,0.0,0.0,215,휴면·이탈 위험,-0.8703,-0.1293
U021086,0,210,2,54.67,27.335,0.5,0.4571,0.0,215,휴면·이탈 위험,0.4828,0.446
U021087,0,215,1,35.98,35.98,1.0,0.0,0.0,215,휴면·이탈 위험,-0.9477,-0.1814
U021088,0,215,1,17.99,17.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.3434,-0.354
U021089,0,215,1,28.99,28.99,0.0,0.0,2.0,215,휴면·이탈 위험,-0.3225,-0.4401
U021090,0,162,2,38.48,19.24,0.5,0.0,0.0,215,휴면·이탈 위험,-0.6978,-0.2186
U021091,2,164,4,100.14,25.035,0.25,0.3293,0.0,215,핵심 고객,1.1353,0.6281
U021092,2,106,3,161.65,53.8833,0.0,0.5008,7.0,215,핵심 고객,3.1011,0.2173
U021093,0,155,2,28.28,14.14,0.5,0.4593,4.0,215,휴면·이탈 위험,0.4717,-0.5713
U021094,2,36,10,777.74,77.774,0.1,0.653,25.0,215,핵심 고객,6.1113,0.3963
U021095,0,215,1,16.99,16.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.4094,-0.3854
U021096,0,215,1,14.99,14.99,0.0,0.0,0.0,215,휴면·이탈 위험,-1.5531,-0.4536
U021097,0,215,1,0.0,14.99,0.0,0.0,0.0,215,휴면·이탈 위험,-2.7041,-1.0274
U021098,0,215,1,0.0,11.69,1.0,0.0,0.0,215,휴면·이탈 위험,-3.3072,-1.3268
U021099,0,215,1,56.67,56.67,1.0,0.0,0.0,215,휴면·이탈 위험,-0.4057,0.076
U021100,0,215,1,16.99,16.99,0.0,0.0,1.0,215,휴면·이탈 위험,-1.1169,-0.6066
U021101,0,215,1,16.19,16.19,1.0,0.0,0.0,215,휴면·이탈 위험,-1.882,-0.6251
U021102,0,215,1,33.28,33.28,1.0,0.0,0.0,215,휴면·이탈 위험,-1.0401,-0.2253
U021103,0,215,1,13.49,13.49,1.0,0.0,0.0,215,휴면·이탈 위험,-2.0904,-0.7241
U021104,0,215,1,41.98,41.98,0.0,0.0,0.0,215,휴면·이탈 위험,-0.3472,0.1191
U021105,0,215,1,31.98,31.98,0.0,0.0,0.0,215,휴면·이탈 위험,-0.6702,-0.0343
U021106,0,214,1,39.58,39.58,1.0,0.0,0.0,214,휴면·이탈 위험,-0.8328,-0.1327
U021107,0,214,1,41.98,41.98,0.0,0.3571,0.0,214,휴면·이탈 위험,0.3049,0.3869
U021108,2,173,2,249.92,124.96,0.0,0.6,1.0,214,핵심 고객,3.1189,1.2159
U021109,0,214,1,27.98,27.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.8263,-0.1143
U021110,0,208,2,30.98,15.49,0.0,0.0,0.0,214,휴면·이탈 위험,-0.8042,-0.1204
U021111,0,214,1,31.48,31.48,1.0,0.0,0.0,214,휴면·이탈 위험,-1.1044,-0.2617
U021112,2,21,2,70.97,35.485,0.0,0.3098,20.0,214,핵심 고객,2.5916,-1.4276
U021113,2,112,4,218.92,54.73,0.0,0.7672,18.0,214,핵심 고객,4.3109,0.3431
U021114,0,214,1,48.58,48.58,1.0,0.0,0.0,214,휴면·이탈 위험,-0.5885,-0.0167
U021115,0,214,1,41.98,41.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.3456,0.1139
U021116,2,79,3,139.94,46.6467,0.0,0.5357,6.0,214,핵심 고객,3.0093,0.0675
U021117,0,214,1,31.98,31.98,0.0,0.0,1.0,214,휴면·이탈 위험,-0.3761,-0.2607
U021118,0,214,1,34.18,34.18,1.0,0.0,0.0,214,휴면·이탈 위험,-1.007,-0.2154
U021119,0,214,1,19.99,19.99,0.0,0.0,0.0,214,휴면·이탈 위험,-1.2197,-0.3012
U021120,0,214,1,19.99,19.99,0.0,0.0,1.0,214,휴면·이탈 위험,-0.9272,-0.5224
U021121,0,214,1,46.98,46.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.2114,0.1777
U021122,2,140,2,111.7,55.85,0.0,0.2662,13.0,214,핵심 고객,2.413,-0.2189
U021123,0,214,1,17.99,17.99,1.0,0.0,0.0,214,휴면·이탈 위험,-1.759,-0.5725
U021124,1,203,2,77.95,38.975,0.0,0.0,6.0,214,신규 고객,1.1107,-0.236
U021125,0,214,1,19.79,19.79,1.0,0.0,0.0,214,휴면·이탈 위험,-1.6485,-0.5201
U021126,0,214,1,0.0,16.19,1.0,0.0,0.0,214,휴면·이탈 위험,-3.0614,-1.2189
U021127,0,187,2,47.98,23.99,0.0,0.0,0.0,214,휴면·이탈 위험,-0.2659,0.0739
U021128,0,214,1,30.98,30.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.7062,-0.0573
U021129,0,214,1,42.28,42.28,1.0,0.0,0.0,214,휴면·이탈 위험,-0.7542,-0.0954
U021130,0,214,1,10.79,10.79,1.0,0.0,2.0,214,휴면·이탈 위험,-1.8767,-1.1993
U021131,2,68,4,188.91,47.2275,0.25,0.3175,10.0,214,핵심 고객,3.1047,-0.1906
U021132,2,184,2,244.9,122.45,0.0,0.3674,0.0,214,핵심 고객,2.3624,1.2759
U021133,0,214,1,24.29,24.29,1.0,0.0,0.0,214,휴면·이탈 위험,-1.4095,-0.4066
U021134,0,214,1,33.28,33.28,1.0,0.0,0.0,214,휴면·이탈 위험,-1.0386,-0.2304
U021135,2,91,4,177.44,56.855,0.25,0.3627,6.0,214,핵심 고객,3.0438,0.1754
U021136,0,214,1,32.38,32.38,1.0,0.361,0.0,214,휴면·이탈 위험,-0.4133,0.0301
U021137,0,214,1,36.98,36.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.4965,0.0423
U021138,0,214,1,29.98,29.98,0.0,0.0,2.0,214,휴면·이탈 위험,-0.2813,-0.4264
U021139,0,214,1,14.99,14.99,0.0,0.0,0.0,214,휴면·이탈 위험,-1.5516,-0.4588
U021140,2,1,2,103.96,51.98,0.0,0.5962,5.0,214,핵심 고객,3.6494,-1.695
U021141,0,214,1,21.99,21.99,0.0,0.0,0.0,214,휴면·이탈 위험,-1.1087,-0.2485
U021142,0,214,1,39.98,39.98,0.0,0.0,0.0,214,휴면·이탈 위험,-0.4037,0.0863
U021143,0,213,1,34.98,34.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.5609,0.0058
U021144,0,213,1,15.29,15.29,1.0,0.0,1.0,213,휴면·이탈 위험,-1.6519,-0.8878
U021145,0,213,1,36.98,36.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.4949,0.0371
U021146,0,213,1,74.96,74.96,0.0,0.0,1.0,213,휴면·이탈 위험,0.643,0.2174
U021147,0,213,1,37.78,37.78,1.0,0.0,0.0,213,휴면·이탈 위험,-0.8866,-0.1641
U021148,0,213,1,20.69,20.69,1.0,0.0,0.0,213,휴면·이탈 위험,-1.5953,-0.5007
U021149,0,213,1,34.98,34.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.5609,0.0058
U021150,0,213,1,0.0,17.99,1.0,0.0,0.0,213,휴면·이탈 위험,-2.9798,-1.187
U021151,0,213,1,29.99,29.99,0.0,0.0,2.0,213,휴면·이탈 위험,-0.2793,-0.4314
U021152,0,213,1,16.99,16.99,0.0,0.0,0.0,213,휴면·이탈 위험,-1.4063,-0.3957
U021153,0,182,2,34.58,17.29,0.5,0.3757,0.0,213,휴면·이탈 위험,-0.1667,0.0566
U021154,0,213,1,24.29,24.29,1.0,0.0,0.0,213,휴면·이탈 위험,-1.408,-0.4118
U021155,0,213,1,24.29,24.29,1.0,0.0,2.0,213,휴면·이탈 위험,-0.9444,-0.7625
U021156,2,162,3,155.04,51.68,0.3333,0.2321,0.0,213,핵심 고객,1.439,0.7683
U021157,0,213,1,31.98,31.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.6671,-0.0446
U021158,0,213,1,21.59,21.59,1.0,0.0,0.0,213,휴면·이탈 위험,-1.5457,-0.4772
U021159,0,213,1,43.17,43.17,1.0,0.0,0.0,213,휴면·이탈 위험,-0.7279,-0.0888
U021160,2,125,2,88.97,44.485,0.0,0.4495,2.0,213,핵심 고객,1.8527,0.2284
U021161,0,213,1,17.99,17.99,0.0,0.0,0.0,213,휴면·이탈 위험,-1.3403,-0.3643
U021162,0,213,1,19.99,19.99,0.0,0.0,0.0,213,휴면·이탈 위험,-1.2182,-0.3063
U021163,0,213,1,44.98,44.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.2618,0.1479
U021164,0,213,1,26.99,26.99,0.0,0.0,1.0,213,휴면·이탈 위험,-0.5746,-0.3609
U021165,0,213,1,27.99,27.99,0.0,0.0,0.0,213,휴면·이탈 위험,-0.8243,-0.1193
U021166,0,213,1,47.98,47.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.1847,0.1845
U021167,0,213,1,39.98,39.98,0.0,0.6251,0.0,213,휴면·이탈 위험,0.7365,0.559
U021168,0,213,1,26.99,26.99,0.0,0.0,1.0,213,휴면·이탈 위험,-0.5746,-0.3609
U021169,2,188,2,91.96,45.98,0.0,0.4349,0.0,213,핵심 고객,1.2992,0.7733
U021170,0,213,1,33.28,33.28,1.0,0.0,3.0,213,휴면·이탈 위험,-0.452,-0.6781
U021171,0,213,1,34.18,34.18,1.0,0.0,0.0,213,휴면·이탈 위험,-1.0054,-0.2206
U021172,0,213,1,37.78,37.78,1.0,0.0,0.0,213,휴면·이탈 위험,-0.8866,-0.1641
U021173,0,213,1,46.98,46.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.2098,0.1725
U021174,0,213,1,15.29,15.29,1.0,0.0,0.0,213,휴면·이탈 위험,-1.9445,-0.6665
U021175,0,213,1,16.19,16.19,1.0,0.0,1.0,213,휴면·이탈 위험,-1.5864,-0.8567
U021176,0,213,1,19.99,19.99,0.0,0.0,0.0,213,휴면·이탈 위험,-1.2182,-0.3063
U021177,2,6,7,534.51,76.3586,0.1429,0.6353,23.0,213,핵심 고객,5.9445,-0.6114
U021178,0,213,1,22.49,22.49,1.0,0.0,0.0,213,휴면·이탈 위험,-1.498,-0.4545
U021179,2,160,3,179.92,59.9733,0.0,0.4445,11.0,213,핵심 고객,3.1957,0.2879
U021180,0,213,1,16.19,16.19,1.0,0.0,0.0,213,휴면·이탈 위험,-1.8789,-0.6354
U021181,0,213,1,33.28,33.28,1.0,0.0,0.0,213,휴면·이탈 위험,-1.037,-0.2356
U021182,0,213,1,29.98,29.98,0.0,0.0,0.0,213,휴면·이탈 위험,-0.7434,-0.0809
U021183,0,213,1,21.99,21.99,0.0,0.0,1.0,213,휴면·이탈 위험,-0.8146,-0.4749
U021184,0,213,1,17.99,17.99,1.0,0.0,1.0,213,휴면·이탈 위험,-1.4649,-0.799
U021185,2,16,5,111.45,34.286,0.2,0.6123,7.0,212,핵심 고객,3.6076,-0.6399
U021186,0,212,1,21.99,21.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.1056,-0.2588
U021187,0,212,1,0.0,36.98,0.0,0.0,0.0,212,휴면·이탈 위험,-2.0035,-0.7208
U021188,0,212,1,31.48,31.48,1.0,0.0,0.0,212,휴면·이탈 위험,-1.1012,-0.272
U021189,0,212,1,52.18,52.18,1.0,0.0,1.0,212,휴면·이탈 위험,-0.2074,-0.2077
U021190,0,212,1,16.99,16.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.4047,-0.4009
U021191,0,212,1,19.79,19.79,1.0,0.0,0.0,212,휴면·이탈 위험,-1.6454,-0.5304
U021192,2,107,8,572.78,71.5975,0.0,0.6318,2.0,212,핵심 고객,4.5285,1.3837
U021193,0,212,1,16.99,16.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.4047,-0.4009
U021194,0,212,1,44.98,44.98,0.0,0.0,0.0,212,휴면·이탈 위험,-0.2602,0.1427
U021195,0,212,1,37.78,37.78,1.0,0.0,0.0,212,휴면·이탈 위험,-0.885,-0.1693
U021196,0,212,1,19.99,19.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.2166,-0.3115
U021197,0,212,1,17.99,17.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.3387,-0.3695
U021198,2,90,2,112.26,56.13,0.5,0.6234,2.0,212,핵심 고객,2.3228,0.2345
U021199,0,212,1,34.98,34.98,0.0,0.0,1.0,212,휴면·이탈 위험,-0.2668,-0.2206
U021200,0,212,1,17.99,17.99,1.0,0.0,0.0,212,휴면·이탈 위험,-1.7558,-0.5829
U021201,0,212,1,0.0,16.19,1.0,0.0,0.0,212,휴면·이탈 위험,-3.0583,-1.2293
U021202,0,212,1,37.78,37.78,1.0,0.0,0.0,212,휴면·이탈 위험,-0.885,-0.1693
U021203,0,212,1,14.39,14.39,1.0,0.0,0.0,212,휴면·이탈 위험,-2.0122,-0.7047
U021204,2,200,2,47.98,23.99,0.0,0.6251,0.0,212,핵심 고객,0.8566,0.5764
U021205,0,189,2,31.98,15.99,0.0,0.0,4.0,212,휴면·이탈 위험,-0.0632,-0.6666
U021206,0,212,1,16.99,16.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.4047,-0.4009
U021207,1,212,1,28.99,28.99,0.0,0.0,8.0,212,신규 고객,0.1459,-0.8063
U021208,0,212,1,48.98,48.98,0.0,0.0,0.0,212,휴면·이탈 위험,-0.1584,0.191
U021209,0,212,1,57.97,57.97,0.0,0.0,1.0,212,휴면·이탈 위험,0.3358,0.0655
U021210,0,212,1,28.99,28.99,0.0,0.0,0.0,212,휴면·이탈 위험,-0.7814,-0.1049
U021211,0,212,1,38.68,38.68,1.0,0.0,0.0,212,휴면·이탈 위험,-0.857,-0.156
U021212,0,212,1,43.98,43.98,0.0,0.0,4.0,212,휴면·이탈 위험,0.3922,-0.3838
U021213,0,212,1,21.99,21.99,0.0,0.0,2.0,212,휴면·이탈 위험,-0.642,-0.6095
U021214,2,25,3,98.75,32.9167,0.3333,0.5365,5.0,212,핵심 고객,2.6755,-0.675
U021215,2,47,2,41.68,20.84,0.5,0.7195,12.0,212,핵심 고객,2.1002,-1.0144
U021216,0,212,1,28.78,28.78,1.0,0.0,0.0,212,휴면·이탈 위험,-1.2071,-0.3223
U021217,0,212,1,16.99,16.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.4047,-0.4009
U021218,1,188,2,46.97,23.485,0.0,0.0,10.0,212,신규 고객,0.7204,-0.7071
U021219,0,212,1,16.19,16.19,1.0,0.0,0.0,212,휴면·이탈 위험,-1.8773,-0.6406
U021220,0,212,1,0.0,35.98,1.0,0.0,0.0,212,휴면·이탈 위험,-2.4421,-0.9441
U021221,0,212,1,21.99,21.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.1056,-0.2588
U021222,2,2,8,529.31,66.1637,0.125,0.5383,29.0,212,핵심 고객,6.0911,-1.1434
U021223,0,212,1,14.99,14.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.5484,-0.4691
U021224,0,212,1,12.99,12.99,0.0,0.0,0.0,212,휴면·이탈 위험,-1.7114,-0.5465
U021225,2,109,2,87.16,43.58,0.5,0.2293,10.0,212,핵심 고객,1.8016,-0.5385
U021226,0,212,1,53.07,53.07,1.0,0.0,0.0,212,휴면·이탈 위험,-0.4796,0.0232
U021227,0,212,1,0.0,41.98,0.0,0.0,0.0,212,휴면·이탈 위험,-1.904,-0.6748
U021228,1,211,1,17.99,17.99,0.0,0.0,6.0,211,신규 고객,-0.5159,-0.9959
U021229,2,77,5,181.93,36.386,0.2,0.4396,12.0,211,핵심 고객,3.3604,-0.1069
U021230,2,168,4,210.91,52.7275,0.0,0.4503,19.0,211,핵심 고객,3.6095,0.2393
U021231,0,211,1,19.99,19.99,0.0,0.0,1.0,211,휴면·이탈 위험,-0.9225,-0.538
U021232,0,211,1,24.29,24.29,1.0,0.0,1.0,211,휴면·이탈 위험,-1.1123,-0.6434
U021233,0,211,1,17.99,17.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.3371,-0.3748
U021234,0,211,1,26.99,26.99,1.0,0.0,0.0,211,휴면·이탈 위험,-1.2811,-0.3634
U021235,0,211,1,41.98,41.98,0.0,0.0,0.0,211,휴면·이탈 위험,-0.3409,0.0984
U021236,1,211,1,24.29,24.29,1.0,0.0,10.0,211,신규 고객,-0.3929,-1.1876
U021237,0,211,1,34.98,34.98,0.0,0.0,0.0,211,휴면·이탈 위험,-0.5577,-0.0046
U021238,0,183,2,85.96,42.98,0.0,0.2558,0.0,211,휴면·이탈 위험,0.8998,0.5796
U021239,0,211,1,21.99,21.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.104,-0.264
U021240,2,211,1,41.98,41.98,0.0,0.4762,4.0,211,핵심 고객,1.2058,-0.0514
U021241,0,211,1,14.39,14.39,1.0,0.0,0.0,211,휴면·이탈 위험,-2.0106,-0.7099
U021242,2,206,2,100.07,50.035,0.5,0.4496,4.0,211,핵심 고객,1.8757,0.248
U021243,0,211,1,49.97,49.97,0.0,0.0,0.0,211,휴면·이탈 위험,-0.1329,0.1971
U021244,0,211,1,17.99,17.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.3371,-0.3748
U021245,2,4,9,522.11,66.8978,0.2222,0.5895,25.0,211,핵심 고객,6.0684,-0.7951
U021246,2,177,2,36.98,18.49,0.0,0.6758,1.0,211,핵심 고객,0.9671,0.1897
U021247,0,211,1,29.99,29.99,0.0,0.0,1.0,211,휴면·이탈 위험,-0.4473,-0.3123
U021248,2,20,4,148.94,37.235,0.0,0.6578,13.0,211,핵심 고객,3.9485,-0.6459
U021249,0,211,1,24.99,24.99,0.0,0.0,0.0,211,휴면·이탈 위험,-0.9544,-0.193
U021250,0,211,1,49.98,49.98,0.0,0.0,0.0,211,휴면·이탈 위험,-0.1327,0.1973
U021251,2,18,3,127.44,42.48,0.3333,0.0,6.0,211,핵심 고객,2.1479,-1.1369
U021252,2,43,3,82.75,27.5833,0.3333,0.2657,5.0,211,핵심 고객,1.839,-0.7429
U021253,2,35,3,129.7,43.2333,0.3333,0.6763,6.0,211,핵심 고객,3.239,-0.3159
U021254,0,211,1,45.87,45.87,1.0,0.0,0.0,211,휴면·이탈 위험,-0.6523,-0.0648
U021255,0,211,1,28.99,28.99,0.0,0.0,0.0,211,휴면·이탈 위험,-0.7798,-0.1101
U021256,1,128,2,77.97,38.985,0.0,0.0,5.0,211,신규 고객,1.1634,-0.4066
U021257,2,65,4,238.9,59.725,0.0,0.682,29.0,211,핵심 고객,4.5913,-0.0743
U021258,0,211,1,52.18,52.18,1.0,0.0,0.0,211,휴면·이탈 위험,-0.4983,0.0084
U021259,0,211,1,13.49,13.49,1.0,0.0,0.0,211,휴면·이탈 위험,-2.0841,-0.7448
U021260,0,211,1,24.99,24.99,0.0,0.0,0.0,211,휴면·이탈 위험,-0.9544,-0.193
U021261,0,170,2,96.96,48.48,0.0,0.0,1.0,211,휴면·이탈 위험,0.8891,0.1976
U021262,0,211,1,26.99,26.99,0.0,0.0,0.0,211,휴면·이탈 위험,-0.864,-0.15
U021263,0,211,1,21.99,21.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.104,-0.264
U021264,0,211,1,21.99,21.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.104,-0.264
U021265,0,211,1,49.98,49.98,0.0,0.0,0.0,211,휴면·이탈 위험,-0.1327,0.1973
U021266,0,211,1,16.99,16.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.4031,-0.4061
U021267,0,211,1,22.49,22.49,1.0,0.0,1.0,211,휴면·이탈 위험,-1.2024,-0.6862
U021268,0,211,1,41.98,41.98,0.0,0.0,0.0,211,휴면·이탈 위험,-0.3409,0.0984
U021269,0,211,1,21.99,21.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.104,-0.264
U021270,2,48,7,467.55,74.6471,0.2857,0.7286,26.0,211,핵심 고객,5.5383,0.245
U021271,0,211,1,21.99,21.99,0.0,0.0,0.0,211,휴면·이탈 위험,-1.104,-0.264
U021272,0,211,1,26.99,26.99,1.0,0.0,0.0,211,휴면·이탈 위험,-1.2811,-0.3634
U021273,0,155,2,39.98,19.99,0.0,0.0,2.0,211,휴면·이탈 위험,0.0318,-0.4736
U021274,0,211,1,51.26,51.26,1.0,0.0,1.0,211,휴면·이탈 위험,-0.2271,-0.223
U021275,0,211,1,16.99,16.99,0.0,0.0,3.0,211,휴면·이탈 위험,-0.8181,-0.8486
U021276,0,211,1,33.28,33.28,1.0,0.0,0.0,211,휴면·이탈 위험,-1.0339,-0.246
U021277,0,211,1,29.99,29.99,0.0,0.0,0.0,211,휴면·이탈 위험,-0.7398,-0.0911
U021278,0,211,1,31.48,31.48,1.0,0.0,1.0,211,휴면·이탈 위험,-0.8071,-0.4985
U021279,2,46,9,895.19,99.4656,0.2222,0.7482,16.0,211,핵심 고객,6.1488,0.75
U021280,0,211,1,53.98,53.98,0.0,0.0,1.0,211,휴면·이탈 위험,0.2519,0.0197
U021281,2,186,3,108.24,36.08,0.3333,0.3278,1.0,211,핵심 고객,1.4411,0.4728
U021282,0,210,1,55.77,55.77,1.0,0.0,0.0,210,휴면·이탈 위험,-0.417,0.041
U021283,0,210,1,24.29,24.29,1.0,0.0,0.0,210,휴면·이탈 위험,-1.4032,-0.4274
U021284,0,210,1,51.98,51.98,0.0,0.0,1.0,210,휴면·이탈 위험,0.2083,-0.007
U021285,0,210,1,17.99,17.99,0.0,0.0,0.0,210,휴면·이탈 위험,-1.3356,-0.38
U021286,0,210,1,28.78,28.78,1.0,0.0,0.0,210,휴면·이탈 위험,-1.2039,-0.3327
U021287,0,210,1,34.98,34.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.5561,-0.0098
U021288,0,210,1,48.98,48.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.1553,0.1805
U021289,0,210,1,36.98,36.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.4902,0.0215
U021290,0,210,1,22.49,22.49,1.0,0.0,0.0,210,휴면·이탈 위험,-1.4933,-0.4702
U021291,0,210,1,19.79,19.79,1.0,0.0,0.0,210,휴면·이탈 위험,-1.6422,-0.5409
U021292,0,210,1,46.98,46.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.2051,0.1569
U021293,2,17,3,144.05,48.0167,0.3333,0.4164,11.0,210,핵심 고객,3.2949,-0.9488
U021294,0,166,3,62.66,20.8867,0.3333,0.319,0.0,210,휴면·이탈 위험,0.5134,0.3242
U021295,2,45,3,98.95,32.9833,0.0,0.0,14.0,210,핵심 고객,2.0823,-1.049
U021296,0,210,1,16.99,16.99,0.0,0.0,0.0,210,휴면·이탈 위험,-1.4015,-0.4113
U021297,1,67,2,49.37,24.685,0.5,0.0,6.0,210,신규 고객,0.6398,-1.118
U021298,0,210,1,24.29,24.29,1.0,0.0,0.0,210,휴면·이탈 위험,-1.4032,-0.4274
U021299,0,210,1,16.99,16.99,0.0,0.0,2.0,210,휴면·이탈 위험,-0.9379,-0.762
U021300,0,210,1,11.99,11.99,0.0,0.0,1.0,210,휴면·이탈 위험,-1.5062,-0.8212
U021301,0,210,1,28.99,28.99,0.0,0.0,0.0,210,휴면·이탈 위험,-0.7782,-0.1153
U021302,0,210,1,19.79,19.79,1.0,0.0,0.0,210,휴면·이탈 위험,-1.6422,-0.5409
U021303,0,210,1,16.99,16.99,0.0,0.0,1.0,210,휴면·이탈 위험,-1.109,-0.6326
U021304,1,210,1,35.98,35.98,0.0,0.0,6.0,210,신규 고객,0.2985,-0.6151
U021305,2,210,1,54.98,54.98,0.0,0.4545,12.0,210,핵심 고객,1.8935,-0.2251
U021306,0,210,1,19.79,19.79,1.0,0.0,0.0,210,휴면·이탈 위험,-1.6422,-0.5409
U021307,0,174,2,68.96,34.48,0.0,0.0,0.0,210,휴면·이탈 위험,0.1838,0.233
U021308,0,210,1,26.09,26.09,1.0,0.0,1.0,210,휴면·이탈 위험,-1.0269,-0.6088
U021309,0,210,1,19.99,19.99,0.0,0.0,0.0,210,휴면·이탈 위험,-1.2134,-0.322
U021310,0,210,1,24.29,24.29,1.0,0.0,0.0,210,휴면·이탈 위험,-1.4032,-0.4274
U021311,0,210,1,0.0,23.99,0.0,0.0,0.0,210,휴면·이탈 위험,-2.337,-0.8871
U021312,2,20,4,184.91,46.2275,0.0,0.4757,9.0,210,핵심 고객,3.7344,-0.5576
U021313,0,210,1,21.59,21.59,1.0,0.0,3.0,210,휴면·이탈 위험,-0.9559,-0.9353
U021314,2,97,3,88.96,29.6533,0.0,0.0,10.0,210,핵심 고객,1.633,-0.6622
U021315,0,210,1,31.98,31.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.6623,-0.0603
U021316,0,210,1,19.79,19.79,1.0,0.0,0.0,210,휴면·이탈 위험,-1.6422,-0.5409
U021317,2,1,3,109.96,36.6533,0.0,0.3637,3.0,210,핵심 고객,3.108,-1.7317
U021318,0,210,1,48.98,48.98,0.0,0.0,3.0,210,휴면·이탈 위험,0.4298,-0.262
U021319,0,210,1,39.98,39.98,0.0,0.0,0.0,210,휴면·이탈 위험,-0.3974,0.0655
U021320,2,210,1,47.68,47.68,1.0,0.7548,0.0,210,핵심 고객,0.7705,0.5289
